# 词组读音,只收「读音异于逐字默认」的条目 —— 那正是修多音字需要的。
# 从 pypinyin 的 large_pinyin 导出(参考实现用的同一份),勿手改。
㞎㞎	ba3 ba5
逼勒	bi1 le4
逼处	bi1 chu3
逼掠	bi1 lve3
逼桚	bi1 za1
逼真地	bi1 zhen1 de5
逼绰刀子	bi1 chao1 dao1 zi5
逼绰子	bi1 chuo4 zi3
逼良为娼	bi1 liang2 wei2 chang1
逼诘	bi1 jie2
逼近地	bi1 jin4 de5
逼逼	bi1 bi5
逼逼剥剥	bi1 bi1 bao1 bao1
逼阽	bi1 yan2
逾侈长饰	yu2 chi3 chang2 shi4
逾分	yu2 fen4
逾墙钻穴	yu2 qiang2 zuan4 xue2
逾墙钻蠙	yu2 qiang2 zuan4 pin2
逾处	yu2 chu3
逾趯	yu2 yue4
逾载	yu2 zai3
逿倒	dang4 dao3
遁世长往	dun4 shi4 chang2 wang3
遁舍	dun4 she4
遁迹黄冠	dun4 ji4 huang2 guan4
遂大夫	sui4 dai4 fu1
遂心快意	sui2 xin1 kuai4 yi4
遂惔	sui4 dan4
遂迷不寤	sui2 mi2 bu4 wu4
遂迷不窹	sui2 mi2 bu4 wu4
遂迷忘反	sui2 mi2 wang4 fan3
遂非文过	sui2 fei1 wen2 guo4
遇难	yu4 nan4
遇难呈祥	yu4 nan4 cheng2 xiang2
遇难成祥	yu4 nan4 cheng2 xiang2
遇难者	yu4 nan4 zhe3
遍处	bian4 chu3
遏勒	e4 le4
遏折	e4 she2
遐甸	xia2 dian4
遐覃	xia2 qin2
遐载	xia2 zai3
遐长	xia2 chang2
遒劲	qiu2 jing4
遒尽	qiu2 jin4
遒隽	qiu2 jun4
道不是	dao4 bu2 shi4
道令纸	dao4 ling3 zhi3
道佛	dao4 fo2
道傍苦李	dao4 pang2 ku3 li3
道儿	dao4 er5
道在人为	dao4 zai4 ren2 wei2
道场院	dao4 chang2 yuan4
道子	dao4 zi3
道尽涂殚	dao4 jin4 tu2 dan1
道尽涂穷	dao4 jin4 tu2 qiong2
道尽途殚	dao4 jin4 tu2 dan1
道尽途穷	dao4 jin4 tu2 qiong2
道得应得	dao4 de5 ying1 de5
道德地	dao4 de2 de5
道德行为	dao4 de2 xing2 wei2
道德认识	dao4 de2 ren4 shi5
道曲	dao4 qu3
道理	dao4 li5
道的应的	dao4 de5 ying4 de5
道舍	dao4 she4
道茀	dao4 bo2
道茄子	dao4 qie2 zi3
道藏	dao4 zang4
道行	dao4 heng2
道观	dao4 guan4
道道儿	dao4 dao4 er5
道长争短	dao4 chang2 zheng1 duan3
道长论短	dao4 chang2 lun4 duan3
遗世忘累	yi2 shi4 wang4 lei3
遗亾	yi2 wu2
遗传上地	yi2 chuan2 shang4 de5
遗体子	yi2 ti3 zi3
遗使	wei4 shi3
遗劳	wei4 lao2
遗勑	yi2 lai4
遗卷	yi2 juan4
遗大	wei4 da4
遗妻弃子	yi2 qi1 qi4 zi3
遗子	yi2 zi3
遗子礼	yi2 zi3 li3
遗少	yi2 shao4
遗忘地	yi2 wang4 de5
遗憾地	yi2 han4 de5
遗憾地说	yi2 han4 de5 shuo1
遗折	yi2 she2
遗操	wei4 cao1
遗曲	yi2 qu3
遗朴	yi2 piao2
遗氓	yi2 meng2
遗漏地	yi2 lou4 de5
遗炤	yi2 zhao1
遗生子	yi2 sheng1 zi3
遗砮	yi2 nu2
遗秉	wei4 bing3
遗筴	yi2 jia1
遗簪脱舃	yi2 zan1 tuo1 tuo1
遗缪	yi2 miu4
遗老遗少	yi2 lao3 yi2 shao4
遗脯	yi2 fu3
遗腹子	yi2 fu4 zi3
遗臊撒粪	yi2 sao4 sa1 fen4
遗臭万载	yi2 chou4 wan4 zai3
遗舃	yi2 tuo1
遗藉	yi2 jie4
遗贼	wei4 zei2
遗赂	wei4 lu4
遗躅	yi2 zhuo2
遗载	yi2 zai3
遗迤	yi2 yi3
遗送	wei4 song4
遗酌	wei4 zhuo2
遗金	wei4 jin1
遘迕	gou4 wu3
遛弯	liu4 wan1
遛弯儿	liu4 wan1 er5
遛早儿	liu2 zao3 er5
遛狗	liu4 gou3
遛马	liu4 ma3
遛鸟	liu4 niao3
遣兴	qian3 xing4
遣兴陶情	qian3 xing4 tao2 qing2
遣兵调将	qian3 bing1 diao4 jiang4
遣将	qian3 jiang4
遥呼相应	yao2 hu1 xiang1 ying4
遥应	yao2 ying4
遥相呼应	yao2 xiang1 hu1 ying4
遥远地	yao2 yuan3 de5
遥遥地	yao2 yao2 de5
遥长	yao2 chang2
遭难	zao1 nan4
遮么	zhe1 mo3
遮剌	zhe1 la4
遮天子	zhe1 tian1 zi3
遳子	cuo1 zi3
遵从地	zun1 cong2 de5
遵本舍末	zun1 ben3 she4 mo4
遵炤	zun1 zhao1
遶佛	rao3 fo2
遶围	rao3 wei2
遶圜	rao3 huan2
遶弄	rao3 nong4
遶弯	rao3 wan1
遶指	rao3 zhi3
遶指柔	rao3 zhi3 rou2
遶束	rao3 shu4
遶梁	rao3 liang2
遶梁声	rao3 liang2 sheng1
遶梁歌	rao3 liang2 ge1
遶殿雷	rao3 dian4 lei2
遶膝	rao3 xi1
遶萦	rao3 ying2
遶身	rao3 shen1
遶道	rao3 dao4
遶遶	rao3 rao3
遽切	ju4 qie1
避三舍	bi4 san1 she4
避免地	bi4 mian3 de5
避军三舍	bi4 jun1 san1 she4
避君三舍	bi4 jun1 san1 she4
避处	bi4 chu3
避开地	bi4 kai1 de5
避慊	bi4 qie4
避煞	bi4 sha4
避祸求福	bi4 huo4 qiu2 fu4
避舍	bi4 she4
避藉陛	bi4 jie4 bi4
避难	bi4 nan4
避难所	bi4 nan4 suo3
避风头	bi4 feng1 tou5
邀勒	yao1 le4
邀挟	yao1 jia1
邃曲	sui4 qu3
邈处欿视	miao3 chu3 kan3 shi4
邈掠	miao3 lve3
邋塌地	la1 ta1 de5
邋遢	la1 ta1
邋遢地	la1 ta1 de5
邋里邋遢	la1 li5 la1 ta5
邑侯	yi4 hou4
邑子	yi4 zi3
邑长	yi4 chang2
邓家无子	deng4 jia1 wu2 zi3
邓攸无子	deng4 you1 wu2 zi3
邙风	mang1 feng1
邛葛	qiong2 ge3
那不勒斯	na4 bu4 le4 si1
那么地	na4 me5 de5
那么点儿	na4 me5 dian3 er5
那么着	na4 me5 zhao1
那些个	nei4 xie1 ge4
那会儿	na4 hui4 er5
那伽	na4 qie2
那伽花	na4 qie2 hua1
那倒是	na4 dao4 shi5
那咤	ne2 zha4
那咱	na4 zan5
那堤	na4 ti2
那得	na4 de5
那时候	na4 shi2 hou5
那昝	na4 zan5
那是	na4 shi5
那是地	na4 shi4 de5
那曲	na3 qu1
那曲县	na3 qu1 xian4
那曲地区	na4 qu3 di4 qu1
那曲市	na4 qu3 shi4
那查	na4 zha1
那样地说	na4 yang4 de5 shuo1
那溜儿	na4 liu4 er2
那点儿	na4 dian3 er5
那知	na3 zhi1
那程子	na4 cheng2 zi3
那维克	na3 wei2 ke4
那话儿	na4 hua4 er5
那麽	na4 me5
邦侯	bang1 hou4
邦汋	bang1 yue4
邦甸	bang1 dian4
邨堡	cun1 pu4
邨氓	cun1 meng2
邨舍	cun1 she4
邪不干正	xie2 bu4 gan1 zheng4
邪剌骨	xie2 la4 gu3
邪子	xie2 zi3
邪恶地	xie2 e4 de5
邪揄	ye2 yu2
邪曲	xie2 qu3
邪见幢	xie2 jian4 zhuang4
邪许	ye2 hu3
邮子	you2 zi3
邮差	you2 chai1
邮筩	you2 yong3
邮籖	you2 qian1
邮舍	you2 she4
邯郸曲	han2 dan1 qu3
邯郸重步	han2 dan1 chong2 bu4
邷么儿	wa3 mo2 er5
邸舍	di3 she4
邹子	zou1 zi3
邹子律	zou1 zi3 lv4
邹查	zou1 zha1
邺中七子	ye4 zhong1 qi1 zi3
邺侯	ye4 hou4
邺侯书	ye4 hou4 shu1
邺侯架	ye4 hou4 jia4
邻曲	lin2 qu3
邻舍	lin2 she4
邻舍笛	lin2 she4 di2
邻长	lin2 chang2
郁倔	yu4 jue4
郁切	yu4 qie1
郁垒	yu4 lv4
郁垒神荼	yu4 lv4 shen1 shu1
郁垒符	yu4 lv4 fu2
郁塞	yu4 se4
郁崫	yu4 jue2
郁朴	yu4 piao2
郁林葛	yu4 lin2 ge3
郁滃	yu4 weng3
郁肉漏脯	yu4 rou4 lou4 fu3
郁茀	yu4 bo2
郁郁累累	yu4 yu4 lei3 lei3
郁金裳	yu4 jin1 chang2
郁銕	yu4 yi2
郁长	yu4 chang2
郁闇	yu4 an1
郁闷地	yu4 men4 de5
郁闷地说	yu4 men4 de5 shuo1
郄公	xi4 gong1
郄兵	xi4 bing1
郄地	xi4 di4
郄始	xi4 shi3
郄曲	xi4 qu3
郄枝	xi4 zhi1
郄桂	xi4 gui4
郄穴	xi4 xue2
郄縠	xi4 hu2
郄蝉草	xi4 chan2 cao3
郄诜枝	xi4 shen1 zhi1
郄诜树	xi4 shen1 shu4
郄诜桂	xi4 shen1 gui4
郄诜第	xi4 shen1 di4
郄诜策	xi4 shen1 ce4
郄诜荣	xi4 shen1 rong2
郇国厨	xun2 guo2 chu2
郈成分宅	hou4 cheng2 fen4 zhai2
郊卜	jiao1 bu3
郊处	jiao1 chu3
郊甸	jiao1 dian4
郊舍	jiao1 she4
郎君子弟	lang2 jun1 zi3 di4
郎子	lang2 zi3
郎将	lang2 jiang4
郎耶草	lang2 ye1 cao3
郎舍	lang2 she4
郑庄好客	zheng4 zhuang1 hao4 ke4
郑曲	zheng4 qu3
郑重地	zheng4 zhong4 de5
郑重地说	zheng4 zhong4 de5 shuo1
郡侯	jun4 hou4
郢上曲	ying3 shang4 qu3
郢中曲	ying3 zhong1 qu3
郢书燕说	ying3 shu1 yan1 shuo1
郢客曲	ying3 ke4 qu3
郢曲	ying3 qu3
郢曲文	ying3 qu3 wen2
郢都	ying3 du1
郦食其	li4 yi4 ji1
部份地	bu4 fen4 de5
部份性地	bu4 fen4 xing4 de5
部分	bu4 fen4
部分分式	bu4 fen4 fen1 shi4
部分切除	bu4 fen4 qie1 chu2
部分地	bu4 fen4 de5
部分工时	bu4 fen5 gong1 shi2
部勒	bu4 le4
部将	bu4 jiang4
部曲	bu4 qu3
郭细侯	guo1 xi4 hou4
郭郎子	guo1 lang2 zi3
郭隗台	guo1 wei3 tai2
郭隗宫	guo1 wei3 gong1
郭隗尊	guo1 wei3 zun1
郭隗请始	guo1 wei3 qing3 shi3
郭隗金	guo1 wei3 jin1
都下	du1 xia4
都中纸贵	du1 zhong1 zhi3 gui4
都乡侯	dou1 xiang1 hou4
都亭	du1 ting2
都人子	dou1 ren2 zi3
都任性地	dou1 ren4 xing4 de5
都会传奇	du1 hui4 chuan2 qi2
都伯林	du1 bo2 lin2
都兰	du1 lan2
都兰县	du1 lan2 xian4
都匀	du1 yun2
都匀市	du1 yun2 shi4
都卜勒	dou1 bu3 le4
都司	du1 si1
都君子	dou1 jun1 zi3
都咸子	dou1 xian2 zi3
都城	du1 cheng2
都头	du1 tou2
都头异姓	du1 tou2 yi4 xing4
都好好地	dou1 hao3 hao3 de5
都子	dou1 zi3
都安县	du1 an1 xian4
都察院	du1 cha2 yuan4
都尉	du1 wei4
都市	du1 shi4
都市传奇	du1 shi4 chuan2 qi2
都市病	du1 shi4 bing4
都府	du1 fu3
都庞岭	du1 pang2 ling3
都御使	du1 yu4 shi3
都德	du1 de2
都念子	dou1 nian4 zi3
都悄悄地	dou1 qiao1 qiao1 de5
都护	du1 hu4
都捻子	dou1 nian3 zi3
都接连地	dou1 jie1 lian2 de5
都昌	du1 chang1
都昌县	du1 chang1 xian4
都更案	du1 geng1 an4
都柏林	dou1 bo2 lin2
都柱	du1 zhu4
都江堰	du1 jiang1 yan4
都江堰市	du1 jiang1 yan4 shi4
都深深地	dou1 shen1 shen1 de5
都灵	du1 ling2
都甸	du1 dian4
都畿	du1 ji1
都督	du1 du1
都简单地	dou1 jian3 dan1 de5
都紧紧地	dou1 jin3 jin3 de5
都给事中	du1 ji3 shi4 zhong1
都统	du1 tong3
都统笼	du1 tong3 long2
都自觉地	dou1 zi4 jue2 de5
都认真地	dou1 ren4 zhen1 de5
都试	du1 shi4
都豪迈地	dou1 hao2 mai4 de5
都辇	du1 nian3
都邑	du1 yi4
都邑簿	du1 yi4 bu4
都都统	dou1 du1 tong3
都鄙	du1 bi3
都铎王朝	du1 duo2 wang2 chao2
都长	dou1 chang2
鄙俗地	bi3 su2 de5
鄙劣地	bi3 lie4 de5
鄙嫚	bi3 man4
鄙子	bi3 zi3
鄙晻	bi3 an3
鄙朴	bi3 piao2
鄙缪	bi3 miu4
鄙薄	bi3 bo2
鄙訿	bi3 zi1
鄙闇	bi3 an1
酂侯	zan4 hou4
酂台	zan4 tai2
酂白	zan4 bai2
酂鄙	zan4 bi3
酆都	feng1 du1
酆都城	feng1 du1 cheng2
酇侯	zan4 hou4
酌处	zhuo2 chu3
酌处权	zhuo2 chu3 quan2
酌情处理	zhuo2 qing2 chu3 li3
配乐	pei4 yue4
配合地	pei4 he2 de5
配子	pei4 zi3
配对儿	pei4 dui4 er5
配曲	pei4 qu3
配称	pei4 chen4
配给	pei4 ji3
配给制	pei4 ji3 zhi4
配角	pei4 jue2
配载	pei4 zai3
酒令儿	jiu3 ling4 er5
酒兴	jiu3 xing4
酒务子	jiu3 wu4 zi3
酒吧	jiu3 ba1
酒吧间	jiu3 ba1 jian1
酒嗉子	jiu3 su4 zi3
酒娘子	jiu3 niang2 zi3
酒子	jiu3 zi3
酒掣子	jiu3 che4 zi3
酒斾子	jiu3 pei4 zi3
酒晕	jiu3 yun4
酒望子	jiu3 wang4 zi3
酒柸	jiu3 bei1
酒殽	jiu3 yao2
酒注子	jiu3 zhu4 zi3
酒瓮子	jiu3 weng4 zi3
酒精中毒	jiu3 jing1 zhong4 du2
酒緑灯红	jiu3 lu4 deng1 hong2
酒罃子	jiu3 ying1 zi3
酒肉朋友	jiu3 rou4 peng2 you5
酒脯	jiu3 fu3
酒舍	jiu3 she4
酒醉地	jiu3 zui4 de5
酒铛	jiu3 cheng1
酒闷子	jiu3 men4 zi3
酒馆儿	jiu3 guan3 er5
酖杀	dan1 sha1
酖毒	dan1 du2
酖沈	dan1 shen3
酖溺	dan1 ni4
酖酒	dan1 jiu3
酝藉	yun4 jie4
酢爵	zuo4 jue2
酣湑	han1 xu3
酣畅地	han1 chang4 de5
酦酵	fa1 jiao4
酦醅	po1 pei1
酩子里	ming3 zi3 li3
酩酊	ming3 ding3
酩酊大醉	ming3 ding3 da4 zui4
酩酊烂醉	ming3 ding3 lan4 zui4
酬和	chou2 he4
酬应	chou2 ying4
酬荅	chou2 da2
酬诘	chou2 jie2
酬酢	chou2 zuo4
酵子	jiao4 zi3
酷似	ku4 si4
酷切	ku4 qie1
酷掠	ku4 lve3
酷烈地	ku4 lie4 de5
酷肖	ku4 xiao1
酸不溜秋	suan1 bu5 liu1 qiu1
酸切	suan1 qie1
酸头儿	suan1 tou5 er5
酸奶子	suan1 nai3 zi3
酸子	suan1 zi3
酸子气	suan1 zi3 qi4
酸曲	suan1 qu3
酸葡萄	suan1 pu2 tao5
酸酸地	suan1 suan1 de5
醇朴	chun2 piao2
醉乡侯	zui4 xiang1 hou4
醉人地	zui4 ren2 de5
醉侯	zui4 hou4
醉倒山公	zui4 dao3 shan1 gong1
醉倒马杓	zui4 dao3 ma3 shao2
醉兀	zui4 wu1
醉兀兀	zui4 wu1 wu1
醉公子	zui4 gong1 zi3
醉厌厌	zui4 yan1 yan1
醉咕隆咚	zui4 gu1 long1 dong1
醉娘子	zui4 niang2 zi3
醉山颓倒	zui4 shan1 tui2 dao3
醉煖	zui4 xuan1
醉落魄	zui4 luo4 tuo4
醋劲儿	cu4 jin4 er5
醋娘子	cu4 niang2 zi3
醒目地	xing3 mu4 de5
醒豁	xing3 huo4
醗酵	po1 jiao4
醗醅	po1 pei1
醢脯	hai3 fu3
醮供	jiao4 gong4
采侯	cai3 hou4
采兰子	cai3 lan2 zi3
采地	cai4 di4
采折	cai3 she2
采掘地	cai3 jue2 de5
采掠	cai3 lve3
采桑子	cai3 sang1 zi3
采琢	cai3 zhuo2
采生折割	cai3 sheng1 she2 ge1
采荠	cai3 qi2
采莲子	cai3 lian2 zi3
采莲曲	cai3 lian2 qu3
采菱曲	cai3 ling2 qu3
采葛	cai3 ge3
采邑	cai4 yi4
释卷	shi4 juan4
释子	shi4 zi3
释蹻	shi4 jue2
释迦佛	shi4 jia1 fo2
释迦牟尼	shi4 jia1 mu4 ni2
里头	li3 tou5
里应外合	li3 ying4 wai4 he2
里弄	li3 long4
里挑外撅	li3 tiao3 wai4 jue1
里曲	li3 qu3
里维耶拉	li3 wei2 ye1 la1
里脊	li3 ji5
里舍	li3 she4
里衖	li3 long4
里边	li3 bian5
里边儿	li3 bian5 er5
重三叠四	chong2 san1 die2 si4
重三迭四	chong2 san1 die2 si4
重九	chong2 jiu3
重九登高	chong2 jiu3 deng1 gao1
重九译	chong2 jiu3 yi4
重五	chong2 wu3
重仞	chong2 ren4
重估	chong2 gu1
重侯	zhong4 hou4
重修	chong2 xiu1
重修旧好	chong2 xiu1 jiu4 hao3
重倒	zhong4 dao3
重光	chong2 guang1
重光累洽	chong2 guang1 lei4 qia4
重关击柝	chong2 guan1 ji1 tuo4
重兴旗鼓	chong2 xing1 qi2 gu3
重出	chong2 chu1
重出江湖	chong2 chu1 jiang1 hu2
重刚	chong2 gang1
重创	zhong4 chuang1
重制	chong2 zhi4
重午	chong2 wu3
重印	chong2 yin4
重历旧游	chong2 li4 jiu4 you2
重又	chong2 you4
重叠	chong2 die2
重合	chong2 he2
重启	chong2 qi3
重味	chong2 wei4
重唇钥	zhong4 chun2 yue4
重唱	chong2 chang4
重回	chong2 hui2
重围	chong2 wei2
重圆	chong2 yuan2
重圭叠组	chong2 gui1 die2 zu3
重垣叠锁	chong2 yuan2 die2 suo3
重垣迭锁	chong2 yuan2 die2 suo3
重塑	chong2 su4
重增其放	chong5 zhen5 qi5 fang5
重处	zhong4 chu3
重复	chong2 fu4
重复地	chong2 fu4 de5
重复地说	chong2 fu4 de5 shuo1
重复性	chong2 fu4 xing4
重复法	chong2 fu4 fa3
重复节	chong2 fu4 jie2
重复语境	chong2 fu4 yu3 jing4
重大地	zhong4 da4 de5
重头	chong2 tou2
重头戏	chong2 tou2 xi4
重奏	chong2 zou4
重婚	chong2 hun1
重婚罪	chong2 hun1 zui4
重子	zhong4 zi3
重字	chong2 zi4
重孙	chong2 sun1
重孙女	chong2 sun1 nv3
重孙子	chong2 sun1 zi5
重定向	chong2 ding4 xiang4
重审	chong2 shen3
重室子	zhong4 shi4 zi3
重屋	chong2 wu1
重山	chong2 shan1
重山复岭	chong2 shan1 fu4 ling3
重山复水	chong2 shan1 fu4 shui3
重山峻岭	chong2 shan1 jun4 ling3
重岩叠嶂	chong2 yan2 die2 zhang4
重岩叠障	chong2 yan2 die2 zhang4
重岩迭障	chong2 yan2 die2 zhang4
重峦叠嶂	chong2 luan2 die2 zhang4
重峦叠巘	chong2 luan2 die2 yan3
重峦复嶂	chong2 luan2 fu4 zhang4
重峦迭嶂	chong2 luan2 die2 zhang4
重峦迭巘	chong2 luan2 die2 yan3
重帛	chong2 bo2
重席	chong2 xi2
重庆	chong2 qing4
重庆大学	chong2 qing4 da4 xue2
重庆市	chong2 qing4 shi4
重床叠屋	chong2 chuang2 die2 wu1
重床叠架	chong2 chuang2 die2 jia4
重床迭屋	chong2 chuang2 die2 wu1
重床迭架	chong2 chuang2 die2 jia4
重建	chong2 jian4
重开	chong2 kai1
重弹	chong2 tan2
重影	chong2 ying3
重手累足	chong2 shou3 lei3 zu2
重披战袍	chong2 pi1 zhan4 pao2
重担	zhong4 dan4
重拍	chong2 pai1
重拾	chong2 shi2
重挂	chong2 gua4
重振	chong2 zhen4
重振旗鼓	chong2 zhen4 qi2 gu3
重排	chong2 pai2
重提	chong2 ti2
重提旧事	chong2 ti2 jiu4 shi4
重插	chong2 cha1
重播	chong2 bo1
重操旧业	chong2 cao1 jiu4 ye4
重数	chong2 shu4
重整	chong2 zheng3
重整旗鼓	chong2 zheng3 qi2 gu3
重文	chong2 wen2
重新	chong2 xin1
重新做人	chong2 xin1 zuo4 ren2
重新启动	chong2 xin1 qi3 dong4
重新地	chong2 xin1 de5
重新审视	chong2 xin1 shen3 shi4
重新开始	chong2 xin1 kai1 shi3
重新开机	chong2 xin1 kai1 ji1
重新统一	chong2 xin1 tong3 yi1
重新装修	chong2 xin1 zhuang1 xiu1
重新评价	chong2 xin1 ping2 jia4
重新造林	chong2 xin1 zao4 lin2
重明继焰	chong2 ming2 ji4 yan4
重映	chong2 ying4
重来	chong2 lai2
重来郭伋	chong2 lai2 guo1 ji2
重构	chong2 gou4
重查	chong2 cha2
重栅	zhong4 shan1
重样	chong2 yang4
重根	chong2 gen1
重正化	chong2 zheng4 hua4
重毂	zhong4 gu1
重沓	chong2 ta4
重洋	chong2 yang2
重活儿	zhong4 huo2 er5
重混	chong2 hun4
重温	chong2 wen1
重温旧业	chong2 wen1 jiu4 ye4
重温旧梦	chong2 wen1 jiu4 meng4
重演	chong2 yan3
重熙累叶	chong2 xi1 lei3 ye4
重熙累洽	chong2 xi1 lei3 qia4
重熙累盛	chong2 xi1 lei3 sheng4
重熙累绩	chong2 xi1 lei3 ji4
重版	chong2 ban3
重犯	chong2 fan4
重玩	chong2 wan2
重现	chong2 xian4
重现江湖	chong2 xian4 jiang1 hu2
重珪叠组	chong2 gui1 die2 zu3
重珪迭组	chong2 gui1 die2 zu3
重理旧业	chong2 li3 jiu4 ye4
重瓣	chong2 ban4
重生	chong2 sheng1
重生父母	chong2 sheng1 fu4 mu3
重生爷娘	chong2 sheng1 ye2 niang2
重申	chong2 shen1
重甸甸	zhong4 dian4 dian4
重眼皮	chong2 yan3 pi2
重眼皮儿	chong2 yan3 pi2 er5
重睹天日	chong2 du3 tian1 ri4
重瞳子	zhong4 tong2 zi3
重码	chong2 ma3
重码词频	chong2 ma3 ci2 pin2
重碳酸盐	chong2 tan4 suan1 yan2
重碳酸钙	chong2 tan4 suan1 gai4
重离子	zhong4 li2 zi3
重童子	zhong4 tong2 zi3
重算	chong2 suan4
重纰貤缪	chong2 pi1 yi2 miu4
重纸累札	chong2 zhi3 lei4 zha2
重组	chong2 zu3
重编	chong2 bian1
重置	chong2 zhi4
重翟	zhong4 zhai2
重联	chong2 lian2
重聚	chong2 ju4
重茧	chong2 jian3
重荷	zhong4 he4
重获	chong2 huo4
重葩累藻	chong2 pa1 lei4 zao3
重行	chong2 xing2
重衾	chong2 qin1
重裀	chong2 yin1
重裀列鼎	chong2 yin1 lie4 ding3
重裘	chong2 qiu2
重裯	zhong4 dao1
重要地	zhong4 yao4 de5
重见天日	chong2 jian4 tian1 ri4
重规	chong2 gui1
重规叠矩	chong2 gui1 die2 ju3
重规沓矩	chong2 gui1 ta4 ju3
重规累矩	chong2 gui1 lei4 ju3
重规袭矩	chong2 gui1 xi2 ju3
重规迭矩	chong2 gui1 die2 ju3
重觞	chong2 shang1
重访	chong2 fang3
重评	chong2 ping2
重译	chong2 yi4
重试	chong2 shi4
重说地	zhong4 shuo1 de5
重起炉灶	chong2 qi3 lu2 zao4
重足一迹	chong2 zu2 yi1 ji4
重足屏息	chong2 zu2 bing3 xi1
重足屏气	chong2 zu2 bing3 qi4
重足累息	chong2 zu2 lei4 xi1
重足而立	chong2 zu2 er2 li4
重趼	chong2 jian3
重蹈	chong2 dao3
重蹈覆辙	chong2 dao3 fu4 zhe2
重身	chong2 shen1
重轑	zhong4 lao2
重返	chong2 fan3
重连	chong2 lian2
重述	chong2 shu4
重述地	chong2 shu4 de5
重迹屏气	chong2 ji4 bing3 qi4
重适	chong2 shi4
重造	chong2 zao4
重逢	chong2 feng2
重采	chong2 cai3
重重	chong2 chong2
重重地	zhong4 zhong4 de5
重重孙	chong2 chong2 sun1
重金兼紫	chong2 jin1 jian1 zi3
重金袭汤	chong2 jin1 xi2 tang1
重铬酸钾	chong2 ge4 suan1 jia3
重门	chong2 men2
重门击柝	chong2 men2 ji1 tuo4
重阳	chong2 yang2
重阳糕	chong2 yang2 gao1
重阳节	chong2 yang2 jie2
重阳落帽	chong2 yang2 luo4 mao4
重阳酒	chong2 yang2 jiu3
重阳餻	chong2 yang2 gao1
重霄	chong2 xiao1
重黎	chong2 li2
重龈	zhong4 yin2
野乘	ye3 sheng4
野兽地	ye3 shou4 de5
野处	ye3 chu3
野孩子	ye3 hai2 zi3
野干	ye3 gan1
野性地	ye3 xing4 de5
野掠	ye3 lve3
野曲	ye3 qu3
野朴	ye3 piao2
野氓	ye3 meng2
野泊	ye3 bo2
野甸	ye3 dian4
野舍	ye3 she4
野茄	ye3 qie2
野葛	ye3 ge3
野蛮地	ye3 man2 de5
野颠茄	ye3 dian1 qie2
量体温	liang2 ti3 wen1
量体重	liang2 ti3 zhong4
量入为出	liang4 ru4 wei2 chu1
量具	liang2 ju4
量力度德	liang4 li4 duo2 de2
量力而为	liang4 li4 er2 wei2
量功	liang2 gong1
量化逻辑	liang4 hua4 luo2 ji5
量器	liang2 qi4
量处	liang4 chu3
量子	liang4 zi3
量子力学	liang4 zi3 li4 xue2
量子化	liang4 zi3 hua4
量子场论	liang4 zi3 chang3 lun4
量子沫	liang4 zi3 mo4
量子纠缠	liang4 zi3 jiu1 chan2
量子论	liang4 zi3 lun4
量子阱	liang4 zi3 jing3
量尺寸	liang2 chi3 cun4
量度	liang2 du4
量才而为	liang4 cai2 er2 wei2
量杯	liang2 bei1
量沙	liang2 sha1
量油尺	liang2 you2 chi3
量测	liang2 ce4
量珠	liang2 zhu1
量瓶	liang2 ping2
量程	liang2 cheng2
量筒	liang2 tong3
量血压	liang2 xue4 ya1
量表	liang2 biao3
量规	liang2 gui1
量角器	liang2 jiao3 qi4
量计	liang2 ji4
量身	liang2 shen1
量身定做	liang2 shen1 ding4 zuo4
量身定制	liang2 shen1 ding4 zhi4
金仆	jin1 pu2
金仆姑	jin1 pu2 gu1
金刚钻	jin1 gang1 zuan4
金勒	jin1 le4
金匮	jin1 gui4
金匮石室	jin1 gui4 shi2 shi4
金华山	jin1 hua4 shan1
金发	jin1 fa4
金发碧眼	jin1 fa4 bi4 yan3
金口角	jin1 kou3 jue2
金吾子	jin1 wu2 zi3
金国汗	jin1 guo2 han2
金城池地	jin1 cheng2 chi2 de5
金城汤地	jin1 cheng2 tang1 de5
金娃娃	jin1 wa2 wa5
金子	jin1 zi3
金小相	jin1 xiao3 xiang4
金尽裘弊	jin1 jin4 qiu2 bi4
金尽裘敝	jin1 jin4 qiu2 bi4
金山屯	jin1 shan1 zhun1
金山屯区	jin1 shan1 zhun1 qu1
金帐汗国	jin1 zhang4 han2 guo2
金指甲	jin1 zhi3 jia2
金晃晃	jin1 huang4 huang3
金曲	jin1 qu3
金曲卮	jin1 qu3 zhi1
金曲奖	jin1 qu3 jiang3
金杓	jin1 shao2
金柈	jin1 pan2
金栅	jin1 shan1
金椎	jin1 zhui1
金楼子	jin1 lou2 zi3
金樱子	jin1 ying1 zi3
金汋	jin1 yue4
金玦衣厖	jin1 jue2 yi1 mang2
金琕	jin1 bing3
金相	jin1 xiang4
金相玉质	jin1 xiang4 yu4 zhi4
金笺奏曲	jin1 jian1 zou4 qu3
金箍子	jin1 gu1 zi3
金簳	jin1 gan4
金缕曲	jin1 lv3 qu3
金罂子	jin1 ying1 zi3
金翟	jin1 zhai2
金色地	jin1 se4 de5
金花帖子	jin1 hua1 tie3 zi3
金虾蟆	jin1 ha2 ma2
金蝉脱壳	jin1 chan2 tuo1 qiao4
金蝉脱殻	jin1 chan2 tuo1 que4
